Diameter_cm,Longitude,Latitude,Height_m,Volume_cum,SubPlot,x2,x3,DBHClass,Diameter_in,Height_ft,Volume_cuft,CC
43,9373,2148,28.7,1.449,C9,98,0,4,16.92913386,94.160108,51.17095206,D
28,9377,2838,17.7,0.515,C9,11,0,3,11.02362205,58.070868,18.18705336,S
78,9382,3449,38.5,4.927,B9,57,0,8,30.70866142,126.31234,173.9953629,D
40,9383,2448,20.4,1.178,C9,61,0,4,15.7480315,66.929136,41.60067739,D
25,9383,2917,22.3,0.441,C9,13,0,3,9.842519685,73.162732,15.57376802,D
37,9384,1096,20.7,0.816,D9,98,0,4,14.56692913,67.913388,28.81676804,D
27,9394,4887,18.9,0.471,A9,15,0,3,10.62992126,62.007876,16.63320802,S
42,9394,4958,23.4,1.321,A9,17,0,4,16.53543307,76.771656,46.65067473,D
43,9395,3908,29.3,1.985,B9,9,0,4,16.92913386,96.128612,70.09961342,D
62,9396,2635,28.1,3.101,C9,39,0,6,24.40944882,92.191604,109.5107815,D
41,9396,4218,24,1.407,A9,82,0,4,16.14173228,78.74016,49.68773606,D
30,9397,1671,20.4,0.631,D9,39,0,3,11.81102362,66.929136,22.28355469,D
30,9397,1850,24.4,0.835,D9,9,0,3,11.81102362,80.052496,29.4877467,D
56,9402,1562,21,1.826,D9,62,0,6,22.04724409,68.89764,64.48458142,D
59,9403,2893,25.9,3.115,C9,12,0,6,23.22834646,84.973756,110.0051868,D
32,9404,4262,24.7,0.733,A9,83,0,3,12.5984252,81.036748,25.8856507,D
72,9405,1236,39.3,3.659,D9,82,0,7,28.34645669,128.937012,129.2163655,D
28,9406,2353,21.6,0.462,C9,91,0,3,11.02362205,70.866144,16.31537602,D
29,9411,1539,18.3,0.573,D9,61,0,3,11.41732283,60.039372,20.23530403,S
96,9411,3161,58.3,11.928,B9,103,8,10,37.79527559,191.272972,421.2333445,D
149,9418,4940,52.6,31.541,A9,16,0,13,58.66141732,172.572184,1113.859903,D
27,9422,1741,20.7,0.532,D9,38,8,3,10.62992126,67.913388,18.78740269,D
55,9424,4059,30.3,3.537,A9,99,0,6,21.65354331,99.409452,124.9079762,D
50,9432,4251,27.1,2.435,A9,80,0,5,19.68503937,88.910764,85.99121344,D
40,9435,2246,22.4,1.384,C9,88,0,4,15.7480315,73.490816,48.87549873,D
78,9435,2263,38.5,4.927,C9,89,0,8,30.70866142,126.31234,173.9953629,D
80,9440,3897,46.8,8.926,B9,12,0,8,31.49606299,153.543312,315.2187151,D
56,9448,3575,29.6,3.388,B9,59,0,6,22.04724409,97.112864,119.6460908,D
26,9449,1987,18.9,0.418,D9,10,0,3,10.23622047,62.007876,14.76153069,S
46,9450,1840,20.7,1.548,D9,11,4,5,18.11023622,67.913388,54.66710407,D
25,9451,1702,14.9,0.219,D9,37,0,3,9.842519685,48.884516,7.73391201,S
25,9451,2517,23.6,0.487,C9,62,12,3,9.842519685,77.427824,17.19824269,D
34,9456,3949,24.1,0.929,B9,11,0,3,13.38582677,79.068244,32.80732537,D
25,9461,4889,20.4,0.356,A9,19,4,3,9.842519685,66.929136,12.57202135,D
28,9467,4315,23.3,0.509,A9,81,12,3,11.02362205,76.443572,17.97516536,D
57,9467,4666,22.5,2.19,A9,37,0,6,22.44094488,73.8189,77.3391201,D
89,9468,4275,54.4,10.438,A9,79,8,9,35.03937008,178.477696,368.6144911,D
42,9471,2343,20.1,1.294,C9,90,0,4,16.53543307,65.944884,45.69717872,D
29,9484,4779,17.1,0.537,A9,36,12,3,11.41732283,56.102364,18.96397602,S
54,9486,3087,30.2,2.745,B9,104,0,5,21.25984252,99.081368,96.93876012,D
30,9488,4886,16.4,0.543,A9,20,0,3,11.81102362,53.805776,19.17586402,S
39,9492,1479,26.2,1.17,D9,66,0,4,15.35433071,85.958008,41.31816005,D
30,9492,1823,23,0.629,D9,12,0,3,11.81102362,75.45932,22.21292536,D
49,9495,3487,33.8,2.48,B9,60,0,5,19.29133858,110.892392,87.58037344,D
34,9498,2133,18.9,0.758,C9,99,0,3,13.38582677,62.007876,26.76851737,S
96,9500,3788,60.4,15.626,B9,40,0,10,37.79527559,198.162736,551.826982,D
35,9501,1382,22.6,0.932,D9,83,0,4,13.77952756,74.146984,32.91326938,D
66,9502,4539,24.7,2.906,A9,57,0,7,25.98425197,81.036748,102.6244215,D
50,9503,3273,22.9,2.279,B9,81,4,5,19.68503937,75.131236,80.48212544,D
30,9504,3189,20.1,0.772,B9,105,0,3,11.81102362,65.944884,27.2629227,D
45,9506,1228,25,1.559,D9,81,0,5,17.71653543,82.021,55.0555654,D
33,9506,2833,17.1,0.553,C9,14,0,3,12.99212598,56.102364,19.52901069,S
38,9507,4006,18,0.715,A9,100,0,4,14.96062992,59.05512,25.2499867,S
25,9510,1703,17.7,0.459,D9,36,0,3,9.842519685,58.070868,16.20943202,S
31,9516,3134,21.6,0.683,B9,106,0,3,12.20472441,70.866144,24.11991736,D
26,9518,4808,17.4,0.365,A9,18,0,3,10.23622047,57.086616,12.88985335,S
54,9520,2662,22.6,2.539,C9,38,0,5,21.25984252,74.146984,89.66393878,D
48,9520,3276,15.4,1.093,B9,80,0,5,18.8976378,50.524936,38.59893072,S
30,9523,3796,18,0.433,B9,39,0,3,11.81102362,59.05512,15.29125069,S
56,9524,1542,26.8,3.411,D9,65,0,6,22.04724409,87.926512,120.4583282,D
27,9524,4934,18.7,0.599,A9,21,12,3,10.62992126,61.351708,21.15348536,S
31,9525,2036,22.9,0.884,C9,100,0,3,12.20472441,75.131236,31.21816537,D
74,9526,1658,49.9,6.552,D9,35,0,7,29.13385827,163.713916,231.3816963,D
30,9526,3111,21,0.729,B9,107,12,3,11.81102362,68.89764,25.74439203,D
60,9532,1413,31,3.431,D9,67,0,6,23.62204724,101.70604,121.1646215,D
27,9533,1552,20.4,0.573,D9,64,8,3,10.62992126,66.929136,20.23530403,D
25,9539,2307,18.6,0.355,C9,87,0,3,9.842519685,61.023624,12.53670668,S
36,9541,1057,23.5,1.03,D9,100,0,4,14.17322835,77.09974,36.37410671,D
36,9541,4329,16.8,0.694,A9,78,0,4,14.17322835,55.118112,24.5083787,S
57,9542,1569,21.9,2.52,D9,63,0,6,22.44094488,71.850396,88.99296011,D
52,9543,3954,27.7,2.011,B9,13,12,5,20.47244094,90.879268,71.01779476,D
52,9548,2219,30.8,2.526,C9,86,0,5,20.47244094,101.049872,89.20484811,D
41,9549,3412,19.8,0.91,B9,61,0,4,16.14173228,64.960632,32.13634671,S
120,9554,4351,37.3,11.638,A9,77,0,12,47.24409449,122.375332,410.9920912,D
48,9559,3629,25.3,2.114,B9,37,0,5,18.8976378,83.005252,74.65520543,D
45,9562,1924,24.1,1.392,D9,15,2,5,17.71653543,79.068244,49.15801606,D
52,9562,3023,30.2,2.345,B9,109,0,5,20.47244094,99.081368,82.81289344,D
25,9571,1791,12.8,0.244,D9,34,0,3,9.842519685,41.994752,8.616778678,S
26,9576,3174,18.6,0.428,B9,108,0,3,10.23622047,61.023624,15.11467735,S
25,9577,2505,15.5,0.29,C9,64,2,3,9.842519685,50.85302,10.24125335,S
45,9578,1781,22.7,1.495,D9,33,0,5,17.71653543,74.475068,52.79542673,D
33,9579,1850,21.9,0.968,D9,13,0,3,12.99212598,71.850396,34.18459738,D
38,9579,1966,19.8,0.973,D9,14,4,4,14.96062992,64.960632,34.36117071,S
32,9581,2036,23.8,0.91,C9,101,0,3,12.5984252,78.083992,32.13634671,D
35,9585,3402,22.9,1.024,B9,77,0,4,13.77952756,75.131236,36.16221871,D
40,9586,2714,26.5,1.596,C9,37,0,4,15.7480315,86.94226,56.36220807,D
45,9587,4419,23.5,1.443,A9,58,12,5,17.71653543,77.09974,50.95906406,D
38,9589,4826,28.3,1.567,A9,22,0,4,14.96062992,92.847772,55.33808274,D
40,9590,1022,23.5,1.091,D9,101,0,4,15.7480315,77.09974,38.52830138,D
27,9591,3384,20.4,0.658,B9,78,0,3,10.62992126,66.929136,23.2370507,D
45,9594,1251,12.7,0.673,D9,80,0,5,17.71653543,41.666668,23.7667707,S
77,9596,1664,34.5,4.762,D9,31,8,8,30.31496063,113.18898,168.1684429,D
26,9596,2499,17.4,0.478,C9,65,0,3,10.23622047,57.086616,16.88041069,S
27,9597,1296,18.9,0.412,D9,79,0,3,10.62992126,62.007876,14.54964269,S
68,9599,2469,34.5,3.593,C9,63,0,7,26.77165354,113.18898,126.8855975,D
59,9604,2601,24.4,2.938,C9,36,0,6,23.22834646,80.052496,103.7544908,D
30,9608,2231,24.1,0.816,C9,85,0,3,11.81102362,79.068244,28.81676804,D
72,9608,3036,51.3,7.226,B9,110,0,7,28.34645669,168.307092,255.1837817,D
30,9611,4011,18.3,0.661,A9,103,0,3,11.81102362,60.039372,23.3429947,S
34,9612,2013,22.9,0.983,C9,102,0,3,13.38582677,75.131236,34.71431738,D
26,9612,2267,13.7,0.321,C9,84,0,3,10.23622047,44.947508,11.33600801,S
60,9612,3247,14.2,2.544,B9,79,12,6,23.62204724,46.587928,89.84051211,S
25,9616,4229,22.3,0.502,A9,75,0,3,9.842519685,73.162732,17.72796269,D
63,9616,4942,44.7,3.682,A9,24,8,6,24.80314961,146.653548,130.0286028,D
40,9621,4838,21.3,1.238,A9,23,0,4,15.7480315,69.881892,43.71955739,D
25,9622,2953,14.8,0.38,C9,15,0,3,9.842519685,48.556432,13.41957335,S
25,9635,1075,21.6,0.385,D9,102,0,3,9.842519685,70.866144,13.59614668,D
36,9637,1719,16.6,0.84,D9,32,0,4,14.17322835,54.461944,29.66432004,S
31,9638,3804,18.3,0.687,B9,16,0,3,12.20472441,60.039372,24.26117603,S
75,9639,3285,39.9,5.612,B9,75,0,8,29.52755906,130.905516,198.1859096,D
55,9640,2625,28.3,3.268,C9,35,0,6,21.65354331,92.847772,115.4083308,D
49,9640,4063,20.4,1.838,A9,102,0,5,19.29133858,66.929136,64.90835742,D
27,9641,2071,24.4,0.639,C9,103,0,3,10.62992126,80.052496,22.56607203,D
106,9642,1147,48.4,12.353,D9,104,0,11,41.73228346,158.792656,436.2420779,D
30,9642,3262,16.2,0.572,B9,76,0,3,11.81102362,53.149608,20.19998936,S
30,9642,4816,21.6,0.698,A9,25,0,3,11.81102362,70.866144,24.64963736,D
74,9652,1324,28.3,6.654,D9,78,2,7,29.13385827,92.847772,234.9837923,D
36,9652,3648,25.6,0.913,B9,36,0,4,14.17322835,83.989504,32.24229071,D
91,9652,4099,39.5,7.118,A9,101,0,9,35.82677165,129.59318,251.3697977,D
29,9656,4579,17.4,0.424,A9,59,0,3,11.41732283,57.086616,14.97341869,S
34,9659,3823,25.3,1.077,B9,14,0,3,13.38582677,83.005252,38.03389605,D
29,9662,1221,22.6,0.629,D9,77,0,3,11.41732283,74.146984,22.21292536,D
63,9664,3399,55.4,6.022,B9,74,0,6,24.80314961,181.758536,212.6649229,D
44,9676,1586,25,1.667,D9,68,0,4,17.32283465,82.021,58.86954941,D
51,9678,2316,25.9,2.085,C9,83,0,5,20.07874016,84.973756,73.63108009,D
33,9678,3466,16.8,0.533,B9,63,0,3,12.99212598,55.118112,18.82271736,S
30,9679,3804,21,0.479,B9,17,0,3,11.81102362,68.89764,16.91572535,D
56,9679,4412,32.3,3.087,A9,60,8,6,22.04724409,105.971132,109.0163761,D
112,9683,3420,50.6,17.059,B9,62,0,11,44.09448819,166.010504,602.4328994,D
43,9688,2273,22.9,1.309,C9,82,0,4,16.92913386,75.131236,46.22689873,D
25,9689,1613,19.2,0.444,D9,30,0,3,9.842519685,62.992128,15.67971202,S
55,9693,4810,20.7,2.328,A9,27,2,6,21.65354331,67.913388,82.2125441,D
38,9695,4029,25.9,1.26,A9,104,0,4,14.96062992,84.973756,44.49648006,D
26,9699,2917,21,0.511,C9,16,0,3,10.23622047,68.89764,18.04579469,D
33,9701,1667,18,0.652,D9,28,0,3,12.99212598,59.05512,23.0251627,S
33,9702,2581,22.6,0.774,C9,66,0,3,12.99212598,74.146984,27.33355203,D
39,9703,1281,24.1,1.064,D9,76,0,4,15.35433071,79.068244,37.57480538,D
54,9706,1491,26.8,3.027,D9,69,14,5,21.25984252,87.926512,106.8974961,D
27,9710,3286,21.6,0.449,B9,72,0,3,10.62992126,70.866144,15.85628535,D
35,9712,2599,24.7,1.163,C9,33,0,4,13.77952756,81.036748,41.07095739,D
49,9712,3201,23.8,1.651,B9,73,0,5,19.29133858,78.083992,58.30451474,D
42,9719,1746,22.3,1.492,D9,29,0,4,16.53543307,73.162732,52.68948273,D
26,9721,2379,17.7,0.405,C9,81,0,3,10.23622047,58.070868,14.30244002,S
29,9723,2660,19.5,0.515,C9,34,2,3,11.41732283,63.97638,18.18705336,S
43,9724,2623,27.4,1.581,C9,32,0,4,16.92913386,89.895016,55.83248807,D
33,9725,3900,24.7,0.938,B9,118,0,3,12.99212598,81.036748,33.12515738,D
72,9726,4933,39.3,3.659,A9,26,8,7,28.34645669,128.937012,129.2163655,D
38,9728,1984,23.8,1.123,D9,18,2,4,14.96062992,78.083992,39.65837072,D
47,9729,2911,22.9,1.332,C9,17,0,5,18.50393701,75.131236,47.03913606,D
27,9734,3605,22.6,0.485,B9,34,0,3,10.62992126,74.146984,17.12761336,D
44,9738,2119,26.2,1.967,C9,104,0,4,17.32283465,85.958008,69.46394942,D
29,9738,4612,19.5,0.466,A9,35,0,3,11.41732283,63.97638,16.45663469,S
25,9739,4780,19.2,0.426,A9,34,0,3,9.842519685,62.992128,15.04404802,S
43,9741,3291,16.2,0.797,B9,70,0,4,16.92913386,53.149608,28.14578937,S
27,9742,3307,21.9,0.651,B9,69,0,3,10.62992126,71.850396,22.98984803,D
46,9743,4130,20,1.585,A9,105,0,5,18.11023622,65.6168,55.97374674,S
47,9745,2311,18.3,1.193,C9,79,4,5,18.50393701,60.039372,42.13039739,S
27,9751,1468,19.1,0.466,D9,70,0,3,10.62992126,62.664044,16.45663469,S
28,9753,3223,20.1,0.466,B9,71,0,3,11.02362205,65.944884,16.45663469,D
45,9754,3796,21.6,1.55,B9,35,0,5,17.71653543,70.866144,54.7377334,D
74,9758,1836,43.2,5.395,D9,16,0,7,29.13385827,141.732288,190.5226269,D
31,9761,1229,25,0.788,D9,75,0,3,12.20472441,82.021,27.82795737,D
26,9763,3745,20.3,0.503,B9,33,2,3,10.23622047,66.601052,17.76327736,D
52,9764,2167,27.2,2.602,C9,105,0,5,20.47244094,89.238848,91.88876278,D
76,9767,3760,39,4.427,B9,31,8,8,29.92125984,127.95276,156.3380295,D
32,9770,2234,19.5,0.546,C9,77,0,3,12.5984252,63.97638,19.28180802,S
28,9770,4410,13.1,0.329,A9,62,0,3,11.02362205,42.979004,11.61852535,S
27,9772,2637,20.7,0.532,C9,31,0,3,10.62992126,67.913388,18.78740269,D
58,9775,1671,35.5,2.84,D9,27,8,6,22.83464567,116.46982,100.2936535,D
46,9778,3810,19.2,1.325,B9,18,8,5,18.11023622,62.992128,46.79193339,S
53,9786,2820,22.6,1.903,C9,18,0,5,20.86614173,74.146984,67.20381075,D
29,9787,4925,27.4,0.864,A9,28,0,3,11.41732283,89.895016,30.51187204,D
36,9789,1849,26.5,1.171,D9,17,0,4,14.17322835,86.94226,41.35347472,D
48,9792,3018,19.8,1.52,B9,112,4,5,18.8976378,64.960632,53.6782934,S
130,9793,1615,57,17.819,D9,25,8,13,51.18110236,187.00788,629.2720461,D
38,9793,2347,23.6,1.31,C9,80,0,4,14.96062992,77.427824,46.26221339,D
31,9795,1500,22.9,0.934,D9,71,0,3,12.20472441,75.131236,32.98389871,D
40,9796,2318,22.3,1.505,C9,78,0,4,15.7480315,73.162732,53.1485734,D
50,9796,3811,28.3,2.352,B9,19,0,5,19.68503937,92.847772,83.06009611,D
26,9798,1137,11.6,0.233,D9,105,0,3,10.23622047,38.057744,8.228317344,S
32,9801,1652,18.9,0.646,D9,26,3,3,12.5984252,62.007876,22.8132747,S
25,9802,3638,17.1,0.379,B9,32,0,3,9.842519685,56.102364,13.38425868,S
51,9802,4037,23.8,2.044,A9,106,0,5,20.07874016,78.083992,72.18317876,D
28,9803,2206,22.3,0.597,C9,76,0,3,11.02362205,73.162732,21.08285603,D
32,9803,3889,22.9,0.888,B9,15,0,3,12.5984252,75.131236,31.35942404,D
38,9804,2053,20.3,1.105,C9,106,0,4,14.96062992,66.601052,39.02270672,D
27,9812,3935,24.4,0.639,B9,20,0,3,10.62992126,80.052496,22.56607203,D
43,9815,3020,16.5,1.051,B9,113,12,4,16.92913386,54.13386,37.11571471,S
73,9815,3982,43.9,5.586,B9,23,0,7,28.74015748,144.028876,197.2677283,D
33,9821,4574,19.2,0.775,A9,61,0,3,12.99212598,62.992128,27.3688667,S
52,9830,2736,29.1,1.941,C9,28,0,5,20.47244094,95.472444,68.54576809,D
35,9832,2727,22.6,0.962,C9,29,0,4,13.77952756,74.146984,33.97270938,D
27,9835,3557,20.4,0.554,B9,64,0,3,10.62992126,66.929136,19.56432536,D
94,9836,2878,55,14.207,C9,19,0,9,37.00787402,180.4462,501.71547,D
28,9838,4356,16.8,0.422,A9,74,4,3,11.02362205,55.118112,14.90278935,S
27,9842,2719,24.1,0.518,C9,30,0,3,10.62992126,79.068244,18.29299736,D
47,9843,2988,22.9,1.552,C9,20,4,5,18.50393701,75.131236,54.80836274,D
28,9843,3793,18,0.515,B9,30,0,3,11.02362205,59.05512,18.18705336,S
36,9854,4397,18.3,0.88,A9,63,12,4,14.17322835,60.039372,31.07690671,S
48,9855,1900,25.2,1.812,D9,19,0,5,18.8976378,82.677168,63.99017608,D
36,9858,4214,15.8,0.653,A9,73,0,4,14.17322835,51.837272,23.06047736,S
116,9859,1078,59.3,20.183,D9,107,0,12,45.66929134,194.553812,712.7559182,D
30,9860,1174,21.3,0.574,D9,106,0,3,11.81102362,69.881892,20.27061869,D
26,9861,4056,18.9,0.418,A9,107,0,3,10.23622047,62.007876,14.76153069,S
26,9862,2271,23.2,0.577,C9,75,0,3,10.23622047,76.115488,20.37656269,D
27,9871,2901,19.8,0.48,C9,22,0,3,10.62992126,64.960632,16.95104002,S
34,9879,2366,23.8,0.651,C9,74,0,3,13.38582677,78.083992,22.98984803,D
73,9882,3602,52.6,6.241,B9,27,2,7,28.74015748,172.572184,220.3988349,D
26,9886,3510,18.2,0.462,B9,67,0,3,10.23622047,59.711288,16.31537602,S
27,9888,1932,23.5,0.553,D9,20,0,3,10.62992126,77.09974,19.52901069,D
63,9888,3708,27.4,3.561,B9,28,2,6,24.80314961,89.895016,125.7555282,D
39,9888,4027,16.2,0.845,A9,108,0,4,15.35433071,53.149608,29.84089337,S
25,9890,4276,16.2,0.423,A9,70,0,3,9.842519685,53.149608,14.93810402,S
39,9892,4796,31.4,1.632,A9,30,0,4,15.35433071,103.018376,57.63353607,D
37,9894,4685,23.2,1.152,A9,33,0,4,14.56692913,76.115488,40.68249605,D
44,9898,2985,27.4,1.783,C9,21,0,5,17.32283465,89.895016,62.96605075,D
83,9899,3426,21.9,5.033,B9,65,2,8,32.67716535,71.850396,177.7387176,D
25,9903,3859,21,0.389,B9,21,0,3,9.842519685,68.89764,13.73740535,D
109,9904,3299,47.6,15.076,B9,68,0,11,42.91338583,156.167984,532.4039153,D
40,9905,1544,17.1,0.957,D9,72,0,4,15.7480315,56.102364,33.79613604,S
26,9905,4234,22.6,0.507,A9,71,0,3,10.23622047,74.146984,17.90453602,D
30,9906,3095,22.6,0.817,B9,116,0,3,11.81102362,74.146984,28.8520827,D
47,9910,4538,24.1,1.707,A9,64,0,5,18.50393701,79.068244,60.28213608,D
65,9911,4886,43.3,4.371,A9,29,2,7,25.59055118,142.060372,154.3604082,D
72,9913,3689,53,8.306,B9,26,0,7,28.34645669,173.88452,293.3236217,D
60,9915,4368,24.1,3.004,A9,72,0,6,23.62204724,79.068244,106.0852588,D
96,9916,1382,45.8,12.978,D9,73,12,10,37.79527559,150.262472,458.3137446,D
59,9918,1957,28.3,3.448,D9,21,0,6,23.22834646,92.847772,121.7649708,D
37,9920,2314,21.9,1.085,C9,73,0,4,14.56692913,71.850396,38.31641338,D
28,9920,3422,22.6,0.611,B9,66,0,3,11.02362205,74.146984,21.57726136,D
35,9925,3048,21.3,0.99,B9,115,0,4,13.77952756,69.881892,34.96152004,D
69,9928,3122,16.8,2.624,B9,111,0,7,27.16535433,55.118112,92.66568545,S
45,9934,2487,30.8,1.953,C9,67,0,5,17.71653543,101.049872,68.96954409,D
29,9935,4294,20.1,0.574,A9,67,0,3,11.41732283,65.944884,20.27061869,D
32,9936,2939,18.6,0.635,C9,23,0,3,12.5984252,61.023624,22.42481336,S
30,9940,2064,21.9,0.782,C9,108,0,3,11.81102362,71.850396,27.61606937,D
25,9944,4657,22.6,0.474,A9,32,0,3,9.842519685,74.146984,16.73915202,D
41,9948,3159,25,1.354,B9,114,0,4,16.14173228,82.021,47.81605873,D
34,9952,3855,19.8,0.888,B9,24,0,3,13.38582677,64.960632,31.35942404,S
114,9953,3813,40.4,12.381,B9,22,0,11,44.88188976,132.545936,437.2308886,D
40,9954,1676,24.4,1.248,D9,24,0,4,15.7480315,80.052496,44.07270406,D
37,9954,2418,23.8,1.18,C9,68,8,4,14.56692913,78.083992,41.67130672,D
43,9958,1269,18.3,1.367,D9,74,0,4,16.92913386,60.039372,48.27514939,S
33,9958,3608,22.6,0.761,B9,25,0,3,12.99212598,74.146984,26.87446137,D
42,9959,2190,23.8,1.405,C9,107,0,4,16.53543307,78.083992,49.61710673,D
49,9962,1615,26.1,2.37,D9,23,0,5,19.29133858,85.629924,83.69576011,D
75,9965,1956,53.6,8.474,D9,22,0,8,29.52755906,175.853024,299.2564857,D
68,9966,1144,28.3,4.738,D9,108,0,7,26.77165354,92.847772,167.3208909,D
36,9966,4455,20.1,0.877,A9,66,0,4,14.17322835,65.944884,30.97096271,D
35,9972,2372,20.4,0.756,C9,71,0,4,13.77952756,66.929136,26.69788803,D
35,9972,4342,22.6,0.904,A9,69,0,4,13.77952756,74.146984,31.92445871,D
25,9975,2533,21,0.413,C9,69,5,3,9.842519685,68.89764,14.58495735,D
26,9976,2632,23.2,0.633,C9,27,0,3,10.23622047,76.115488,22.35418403,D
27,9980,4697,16.8,0.422,A9,31,0,3,10.62992126,55.118112,14.90278935,S
50,9987,2691,25.9,2.183,C9,26,0,5,19.68503937,84.973756,77.09191743,D
29,9989,2872,15.2,0.368,C9,24,0,3,11.41732283,49.868768,12.99579735,S
26,9994,4384,23.8,0.468,A9,68,12,3,10.23622047,78.083992,16.52726402,D
32,9995,2804,27.1,1.031,C9,25,0,3,12.5984252,88.910764,36.40942138,D
101,9997,3032,54.2,13.985,B9,117,0,10,39.76377953,177.821528,493.875614,D
26,9997,4426,17.4,0.414,A9,65,0,3,10.23622047,57.086616,14.62027202,S
72,10000,2348,41.1,5.938,C9,72,0,7,28.34645669,134.842524,209.6984909,D
66,10000,2475,47.9,5.785,C9,70,4,7,25.98425197,157.152236,204.2953469,D
58,10001,4598,18,1.964,A10,49,0,6,22.83464567,59.05512,69.35800542,S
48,10005,1109,21.6,1.619,D10,93,0,5,18.8976378,70.866144,57.17444541,D
25,10009,4299,17.7,0.459,A10,88,0,3,9.842519685,58.070868,16.20943202,S
69,10012,1804,23.5,4.342,D10,2,0,7,27.16535433,77.09974,153.3362829,D
37,10016,1822,25,1.239,D10,3,0,4,14.56692913,82.021,43.75487206,D
79,10017,3121,23.2,5.798,B10,82,0,8,31.1023622,76.115488,204.7544376,D
37,10020,1156,21,0.977,D10,92,0,4,14.56692913,68.89764,34.50242938,D
48,10020,1178,24.1,1.791,D10,91,0,5,18.8976378,79.068244,63.24856808,D
43,10021,1582,22.6,1.222,D10,43,0,4,16.92913386,74.146984,43.15452272,D
28,10024,4117,18.3,0.48,A10,90,0,3,11.02362205,60.039372,16.95104002,S
52,10028,1427,21.3,1.733,D10,48,0,5,20.47244094,69.881892,61.20031741,D
49,10030,1979,34.4,2.675,D10,1,0,5,19.29133858,112.860896,94.46673345,D
28,10030,2842,20.7,0.567,C10,1,0,3,11.02362205,67.913388,20.02341603,D
89,10031,4802,40.3,7.985,A10,7,0,9,35.03937008,132.217852,281.9876137,D
29,10041,3885,17.7,0.505,B10,2,0,3,11.41732283,58.070868,17.83390669,S
70,10044,3043,45,5.201,B10,83,2,7,27.55905512,147.6378,183.6715816,D
52,10044,3856,19.9,1.676,B10,3,2,5,20.47244094,65.288716,59.18738141,S
25,10044,4128,23.5,0.487,A10,89,0,3,9.842519685,77.09974,17.19824269,D
46,10045,2014,25.9,2.116,C10,84,12,5,18.11023622,84.973756,74.72583476,D
64,10046,2589,26.5,3.492,C10,43,0,6,25.19685039,86.94226,123.3188162,D
26,10046,3757,15.8,0.407,B10,43,0,3,10.23622047,51.837272,14.37306935,S
60,10047,1455,31,3.431,D10,46,0,6,23.62204724,101.70604,121.1646215,D
72,10050,4907,27.4,5.467,A10,5,0,7,28.34645669,89.895016,193.0652829,D
25,10052,3893,18.3,0.396,B10,5,0,3,9.842519685,60.039372,13.98460802,S
41,10053,2703,21.6,1.143,C10,42,0,4,16.14173228,70.866144,40.36466405,D
110,10056,1382,57.3,17.04,D10,89,0,11,43.30708661,187.992132,601.7619208,D
45,10057,1336,22.9,1.423,D10,88,0,5,17.71653543,75.131236,50.25277073,D
47,10058,2588,22.7,1.541,C10,44,0,5,18.50393701,74.475068,54.4199014,D
27,10062,3467,21.3,0.489,B10,44,12,3,10.62992126,69.881892,17.26887202,D
60,10062,3599,29.3,3.44,B10,41,0,6,23.62204724,96.128612,121.4824535,D
26,10066,3730,16.2,0.375,B10,39,0,3,10.23622047,53.149608,13.24300002,S
52,10067,3771,27.1,2.346,B10,42,2,5,20.47244094,88.910764,82.84820811,D
26,10069,4345,18.3,0.357,A10,85,0,3,10.23622047,60.039372,12.60733602,S
40,10074,3400,20.4,0.977,B10,45,0,4,15.7480315,66.929136,34.50242938,D
31,10076,3981,16.2,0.551,B10,1,0,3,12.20472441,53.149608,19.45838136,S
56,10079,4700,21,2.262,A10,48,0,6,22.04724409,68.89764,79.8817761,D
41,10082,4240,30.8,1.936,A10,86,0,4,16.14173228,101.049872,68.36919475,D
29,10089,1820,26.5,0.677,D10,4,0,3,11.41732283,86.94226,23.90802936,D
32,10089,3111,24.4,0.768,B10,84,0,3,12.5984252,80.052496,27.12166403,D
26,10092,2857,15.8,0.415,C10,2,0,3,10.23622047,51.837272,14.65558669,S
30,10092,4767,23.1,0.685,A10,47,0,3,11.81102362,75.787404,24.1905467,D
48,10096,1449,19.5,1.516,D10,47,0,5,18.8976378,63.97638,53.53703473,S
25,10096,2837,25.9,0.478,C10,3,4,3,9.842519685,84.973756,16.88041069,D
42,10097,1717,26.5,1.614,D10,42,0,4,16.53543307,86.94226,56.99787207,D
26,10099,1216,18,0.463,D10,90,12,3,10.23622047,59.05512,16.35069069,S
31,10100,4929,24.9,0.977,A10,1,0,3,12.20472441,81.692916,34.50242938,D
32,10101,2150,21.6,0.782,C10,86,0,3,12.5984252,70.866144,27.61606937,D
43,10101,4100,25.3,1.808,A10,92,0,4,16.92913386,83.005252,63.84891741,D
71,10102,3685,51.7,5.963,B10,40,0,7,27.95275591,169.619428,210.5813576,D
41,10102,4218,32.6,1.936,A10,84,0,4,16.14173228,106.955384,68.36919475,D
27,10105,2507,17.4,0.355,C10,46,0,3,10.62992126,57.086616,12.53670668,S
36,10119,3108,22,0.903,B10,85,0,4,14.17322835,72.17848,31.88914404,D
43,10126,2827,30.2,1.96,C10,4,0,4,16.92913386,99.081368,69.21674675,D
56,10130,3339,21,2.262,B10,81,0,6,22.04724409,68.89764,79.8817761,D
31,10131,3877,26.8,0.84,B10,7,0,3,12.20472441,87.926512,29.66432004,D
39,10131,4901,16.5,0.653,A10,3,0,4,15.35433071,54.13386,23.06047736,S
