Diameter_cm,Longitude,Latitude,Height_m,Volume_cum,SubPlot,x2,x3,DBHClass,Diameter_in,Height_ft,Volume_cuft,CC
42,10137,1531,23,1.254,D10,44,0,4,16.53543307,75.45932,44.28459206,D
37,10144,2543,17.1,0.761,C10,45,0,4,14.56692913,56.102364,26.87446137,S
42,10145,2767,22,1.57,C10,41,0,4,16.53543307,72.17848,55.44402674,D
32,10151,4511,23.5,0.874,A10,50,0,3,12.5984252,77.09974,30.86501871,D
45,10153,3395,23.2,1.536,B10,78,0,5,17.71653543,76.115488,54.24332807,D
42,10161,2302,25.9,1.512,C10,81,0,4,16.53543307,84.973756,53.39577607,D
25,10163,3347,17.5,0.375,B10,79,0,3,9.842519685,57.4147,13.24300002,S
30,10163,3938,15.5,0.406,B10,4,0,3,11.81102362,50.85302,14.33775468,S
64,10164,2141,46.9,5.116,C10,85,0,6,25.19685039,153.871396,180.6698349,D
25,10164,3111,19.2,0.426,B10,88,0,3,9.842519685,62.992128,15.04404802,S
66,10168,1318,37.4,3.605,D10,87,8,7,25.98425197,122.703416,127.3093735,D
30,10172,2488,18.9,0.541,C10,47,0,3,11.81102362,62.007876,19.10523469,S
41,10172,3335,27.4,1.464,B10,80,4,4,16.14173228,89.895016,51.70067207,D
30,10173,1865,21.6,0.773,D10,6,0,3,11.81102362,70.866144,27.29823737,D
34,10177,2030,23.2,0.955,C10,87,0,3,13.38582677,76.115488,33.72550671,D
28,10177,3403,19.2,0.605,B10,47,0,3,11.02362205,62.992128,21.36537336,S
56,10180,1483,24.4,2.194,D10,49,8,6,22.04724409,80.052496,77.48037877,D
35,10183,4980,22.3,0.93,A10,2,0,4,13.77952756,73.162732,32.84264004,D
29,10184,1141,21.9,0.75,D10,94,0,3,11.41732283,71.850396,26.48600003,D
61,10186,1943,41.3,3.756,D10,8,0,6,24.01574803,135.498692,132.6418882,D
28,10187,4369,17.1,0.524,A10,83,0,3,11.02362205,56.102364,18.50488536,S
63,10188,3699,55.4,6.022,B10,37,0,6,24.80314961,181.758536,212.6649229,D
40,10190,4915,29.3,1.367,A10,4,0,4,15.7480315,96.128612,48.27514939,D
49,10192,3161,24.7,1.501,B10,86,0,5,19.29133858,81.036748,53.00731473,D
72,10195,1701,37,5.092,D10,41,2,7,28.34645669,121.39108,179.8222829,D
31,10198,3723,20.1,0.771,B10,36,0,3,12.20472441,65.944884,27.22760803,D
30,10201,4634,19.5,0.408,A10,46,0,3,11.81102362,63.97638,14.40838402,S
31,10207,4179,19.5,0.584,A10,91,12,3,12.20472441,63.97638,20.62376536,S
40,10208,1306,19.5,1.1,D10,86,0,4,15.7480315,63.97638,38.84613338,S
108,10216,4914,56.9,18.013,A10,6,0,11,42.51968504,186.679796,636.1230915,D
68,10217,2611,28.3,4.738,C10,40,0,7,26.77165354,92.847772,167.3208909,D
38,10217,3482,25.5,1.299,B10,49,0,4,14.96062992,83.66142,45.87375206,D
25,10219,2513,20.4,0.382,C10,48,0,3,9.842519685,66.929136,13.49020268,D
36,10220,3590,20.7,0.887,B10,46,0,4,14.17322835,67.913388,31.32410937,D
35,10222,2353,19.2,0.666,C10,80,0,4,13.77952756,62.992128,23.51956803,S
36,10223,3621,22.9,1.052,B10,38,0,4,14.17322835,75.131236,37.15102938,D
93,10229,2191,53.2,11.887,C10,88,0,9,36.61417323,174.540688,419.7854432,D
88,10229,4778,51.7,8.94,A10,44,0,9,34.64566929,169.619428,315.7131204,D
25,10230,1618,23.2,0.476,D10,40,0,3,9.842519685,76.115488,16.80978135,D
42,10231,4511,25.6,1.689,A10,51,0,4,16.53543307,83.989504,59.64647208,D
32,10233,4755,23.2,0.703,A10,45,0,3,12.5984252,76.115488,24.8262107,D
41,10240,1086,25.3,1.178,D10,96,0,4,16.14173228,83.005252,41.60067739,D
25,10243,3187,17.4,0.335,B10,91,0,3,9.842519685,57.086616,11.83041335,S
42,10245,1101,22.3,1.171,D10,95,0,4,16.53543307,73.162732,41.35347472,D
48,10247,3530,23.2,1.495,B10,48,0,5,18.8976378,76.115488,52.79542673,D
96,10249,3141,40.1,6.282,B10,87,8,10,37.79527559,131.561684,221.8467363,D
80,10256,1854,46.8,8.926,D10,7,0,8,31.49606299,153.543312,315.2187151,D
27,10261,3934,24.7,0.739,B10,6,0,3,10.62992126,81.036748,26.0975387,D
84,10261,4001,42.7,6.777,A10,95,0,8,33.07086614,140.091868,239.3274963,D
36,10262,1455,29.3,1.163,D10,50,0,4,14.17322835,96.128612,41.07095739,D
62,10262,2618,21.6,2.536,C10,39,0,6,24.40944882,70.866144,89.55799478,D
98,10264,1100,57.3,13.267,D10,97,2,10,38.58267717,187.992132,468.5196833,D
39,10264,4230,22.3,0.887,A10,82,4,4,15.35433071,73.162732,31.32410937,D
41,10268,2443,29,1.784,C10,49,0,4,16.14173228,95.14436,63.00136541,D
43,10270,2390,20.1,1.267,C10,79,4,4,16.92913386,65.944884,44.74368272,D
34,10275,4723,21.6,0.758,A10,43,0,3,13.38582677,70.866144,26.76851737,D
37,10276,3537,13.7,0.547,B10,50,0,4,14.56692913,44.947508,19.31712269,S
68,10279,1976,27.1,4.712,D10,10,0,7,26.77165354,88.910764,166.4027095,D
31,10285,1051,19.8,0.659,D10,98,0,3,12.20472441,64.960632,23.27236536,S
30,10285,4193,19.8,0.631,A10,93,0,3,11.81102362,64.960632,22.28355469,S
25,10286,4153,14.9,0.279,A10,94,0,3,9.842519685,48.884516,9.852792013,S
32,10287,2141,25.6,0.939,C10,89,0,3,12.5984252,83.989504,33.16047204,D
39,10287,3695,23.8,1.236,B10,35,0,4,15.35433071,78.083992,43.64892806,D
28,10289,4250,19.2,0.469,A10,81,0,3,11.02362205,62.992128,16.56257869,S
108,10290,4282,56.9,18.013,A10,80,0,11,42.51968504,186.679796,636.1230915,D
28,10291,3170,12.5,0.287,B10,92,0,3,11.02362205,41.0105,10.13530935,S
40,10293,4320,25,1.331,A10,79,0,4,15.7480315,82.021,47.00382139,D
70,10294,1012,25,4.6,D10,101,0,7,27.55905512,82.021,162.4474669,D
39,10297,1445,25.3,1.235,D10,51,12,4,15.35433071,83.005252,43.61361339,D
33,10299,3233,18.9,0.753,B10,75,0,3,12.99212598,62.007876,26.59194403,S
34,10301,1209,19.8,0.835,D10,85,0,3,13.38582677,64.960632,29.4877467,S
55,10301,2365,23.8,2.562,C10,78,3,6,21.65354331,78.083992,90.47617611,D
60,10301,3558,28.4,3.769,B10,52,4,6,23.62204724,93.175856,133.1009788,D
47,10304,4662,23,1.305,A10,42,0,5,18.50393701,75.45932,46.08564006,D
28,10305,1314,20.1,0.544,D10,83,0,3,11.02362205,65.944884,19.21117869,D
25,10306,3110,18.3,0.369,B10,90,0,3,9.842519685,60.039372,13.03111202,S
61,10307,4589,22.9,3.343,A10,52,0,6,24.01574803,75.131236,118.0569308,D
38,10309,3778,18.9,0.782,B10,34,0,4,14.96062992,62.007876,27.61606937,S
25,10313,1729,18.3,0.406,D10,39,0,3,9.842519685,60.039372,14.33775468,S
31,10315,2920,14.9,0.451,C10,6,0,3,12.20472441,48.884516,15.92691469,S
44,10315,2933,25,2.115,C10,5,0,4,17.32283465,82.021,74.69052009,D
27,10316,3927,11.9,0.277,B10,8,12,3,10.62992126,39.041996,9.782162679,S
32,10316,4089,20.1,0.872,A10,98,0,3,12.5984252,65.944884,30.79438937,D
90,10322,1153,53.3,9.215,D10,99,0,9,35.43307087,174.868772,325.4246537,D
50,10325,1535,18,1.259,D10,52,4,5,19.68503937,59.05512,44.46116539,S
44,10328,2485,18,1.101,C10,50,0,4,17.32283465,59.05512,38.88144805,S
40,10332,2740,26.5,1.693,C10,38,12,4,15.7480315,86.94226,59.78773074,D
56,10336,3938,29.6,3.388,B10,9,0,6,22.04724409,97.112864,119.6460908,D
30,10337,1259,11.3,0.27,D10,84,12,3,11.81102362,37.073492,9.534960012,S
32,10338,3896,15.2,0.467,B10,10,0,3,12.5984252,49.868768,16.49194935,S
31,10338,4984,21.8,0.761,A10,12,0,3,12.20472441,71.522312,26.87446137,D
36,10339,4284,26.2,1.191,A10,78,0,4,14.17322835,85.958008,42.05976805,D
41,10339,4721,25,1.633,A10,40,0,4,16.14173228,82.021,57.66885074,D
25,10343,2741,18.6,0.361,C10,37,0,3,9.842519685,61.023624,12.74859468,S
120,10344,1022,45.9,15.286,D10,100,8,12,47.24409449,150.590556,539.8199954,D
27,10345,2893,16.5,0.4,C10,7,0,3,10.62992126,54.13386,14.12586668,S
33,10348,2175,24.1,0.952,C10,90,0,3,12.99212598,79.068244,33.61956271,D
44,10350,3349,21.6,1.348,B10,76,0,4,17.32283465,70.866144,47.60417073,D
25,10355,1191,14.9,0.219,D10,102,0,3,9.842519685,48.884516,7.73391201,S
43,10356,1562,24.1,1.446,D10,53,0,4,16.92913386,79.068244,51.06500806,D
84,10356,2518,29,4.542,C10,51,8,8,33.07086614,95.14436,160.3992162,D
60,10356,2533,24.1,3.004,C10,52,8,6,23.62204724,79.068244,106.0852588,D
26,10362,2053,17.1,0.329,C10,95,0,3,10.23622047,56.102364,11.61852535,S
40,10367,4842,23.2,1.418,A10,8,4,4,15.7480315,76.115488,50.0761974,D
73,10370,1670,41.3,5.199,D10,38,0,7,28.74015748,135.498692,183.6009522,D
45,10372,3976,28.7,1.952,B10,11,0,5,17.71653543,94.160108,68.93422942,D
31,10384,3036,25.6,0.657,B10,93,0,3,12.20472441,83.989504,23.20173603,D
48,10386,4099,25.6,1.986,A10,99,0,5,18.8976378,83.989504,70.13492809,D
86,10387,4181,52.9,8.695,A10,96,2,9,33.85826772,173.556436,307.0610271,D
46,10389,3494,26.8,1.918,B10,53,0,5,18.11023622,87.926512,67.73353075,D
40,10390,2352,30.4,1.479,C10,77,0,4,15.7480315,99.737536,52.23039207,D
37,10390,4431,20.7,0.876,A10,53,0,4,14.56692913,67.913388,30.93564804,D
37,10390,4886,20.4,1.169,A10,9,2,4,14.56692913,66.929136,41.28284539,D
34,10394,2816,21.8,0.733,C10,8,0,3,13.38582677,71.522312,25.8856507,D
26,10399,2026,20.1,0.535,C10,94,12,3,10.23622047,65.944884,18.89334669,D
31,10401,2303,22.3,0.743,C10,76,0,3,12.20472441,73.162732,26.23879737,D
27,10401,4020,19.8,0.523,A10,97,0,3,10.62992126,64.960632,18.46957069,S
38,10402,3261,22.3,1.06,B10,73,0,4,14.96062992,73.162732,37.43354671,D
25,10402,4626,20.4,0.428,A10,41,0,3,9.842519685,66.929136,15.11467735,D
50,10403,1311,25.3,1.665,D10,81,2,5,19.68503937,83.005252,58.79892007,D
70,10406,3319,29.9,4.709,B10,74,0,7,27.55905512,98.097116,166.2967655,D
52,10408,4945,28.7,2.73,A10,11,0,5,20.47244094,94.160108,96.40904012,D
27,10413,4491,24.4,0.587,A10,54,0,3,10.62992126,80.052496,20.72970936,D
72,10414,2139,22.1,3.582,C10,92,0,7,28.34645669,72.506564,126.4971362,D
31,10418,4913,23.5,0.883,A10,10,0,3,12.20472441,77.09974,31.18285071,D
45,10421,3645,19.8,1.417,B10,33,3,5,17.71653543,64.960632,50.04088273,S
35,10426,2139,21.3,0.835,C10,91,0,4,13.77952756,69.881892,29.4877467,D
35,10428,1708,25,1.056,D10,34,0,4,13.77952756,82.021,37.29228805,D
43,10432,1742,22.6,1.414,D10,33,0,4,16.92913386,74.146984,49.93493873,D
58,10432,1755,32,4.186,D10,32,12,6,22.83464567,104.98688,147.8271949,D
90,10433,4103,31.7,5.466,A10,100,8,9,35.43307087,104.002628,193.0299682,D
65,10440,1349,23.8,4.316,D10,80,0,7,25.59055118,78.083992,152.4181015,D
29,10442,1365,18.9,0.627,D10,78,0,3,11.41732283,62.007876,22.14229603,S
46,10445,4512,29.3,1.918,A10,55,0,5,18.11023622,96.128612,67.73353075,D
30,10452,2728,23.5,0.612,C10,36,0,3,11.81102362,77.09974,21.61257603,D
48,10455,4099,28,2.384,A10,101,8,5,18.8976378,91.86352,84.19016544,D
68,10456,3320,29.3,4.488,B10,72,0,7,26.77165354,96.128612,158.4922242,D
25,10458,2933,17.4,0.354,C10,10,2,3,9.842519685,57.086616,12.50139202,S
26,10459,4201,19.5,0.373,A10,102,0,3,10.23622047,63.97638,13.17237068,S
56,10467,4751,30.2,2.898,A10,39,0,6,22.04724409,99.081368,102.3419041,D
47,10468,1531,34.4,2.7,D10,54,4,5,18.50393701,112.860896,95.34960012,D
34,10472,1526,24.4,0.861,D10,55,0,3,13.38582677,80.052496,30.40592804,D
53,10472,1889,31.7,2.961,D10,12,8,5,20.86614173,104.002628,104.5667281,D
46,10473,4585,24.7,1.596,A10,58,0,5,18.11023622,81.036748,56.36220807,D
33,10477,1143,21.3,0.814,D10,103,12,3,12.99212598,69.881892,28.7461387,D
28,10478,1760,21,0.418,D10,31,0,3,11.02362205,68.89764,14.76153069,D
26,10479,1962,20.4,0.444,D10,15,0,3,10.23622047,66.929136,15.67971202,D
30,10479,3902,22.9,0.717,B10,13,0,3,11.81102362,75.131236,25.32061603,D
33,10483,1526,23.1,0.804,D10,56,0,3,12.99212598,75.787404,28.39299204,D
36,10484,3589,21.3,0.998,B10,56,9,4,14.17322835,69.881892,35.24403738,D
45,10488,3922,27.7,2.026,B10,12,0,5,17.71653543,90.879268,71.54751476,D
68,10489,3421,27.1,4.712,B10,54,0,7,26.77165354,88.910764,166.4027095,D
25,10490,1267,17.1,0.313,D10,82,0,3,9.842519685,56.102364,11.05349068,S
49,10490,2250,19.8,1.592,C10,75,12,5,19.29133858,64.960632,56.2209494,S
26,10494,3486,19.2,0.484,B10,57,0,3,10.23622047,62.992128,17.09229869,S
36,10494,4024,19.8,0.882,A10,103,0,4,14.17322835,64.960632,31.14753604,S
30,10496,1382,17.4,0.466,D10,77,0,3,11.81102362,57.086616,16.45663469,S
29,10496,2335,22.2,0.6,C10,72,0,3,11.41732283,72.834648,21.18880003,D
45,10499,1879,25,1.396,D10,13,0,5,17.71653543,82.021,49.29927473,D
28,10499,2795,23.5,0.483,C10,35,0,3,11.02362205,77.09974,17.05698402,D
28,10499,3430,19.5,0.515,B10,55,0,3,11.02362205,63.97638,18.18705336,S
25,10500,4998,14.9,0.313,A10,13,0,3,9.842519685,48.884516,11.05349068,S
60,10501,1346,28.4,3.769,D10,79,0,6,23.62204724,93.175856,133.1009788,D
81,10503,1782,43.8,5.649,D10,29,8,8,31.88976378,143.700792,199.4925523,D
32,10503,2252,22.9,1.13,C10,73,0,3,12.5984252,75.131236,39.90557338,D
28,10504,1842,21.6,0.595,D10,14,0,3,11.02362205,70.866144,21.01222669,D
63,10512,2559,21.3,3.54,C10,54,4,6,24.80314961,69.881892,125.0139202,D
44,10514,2580,21.3,1.227,C10,53,0,4,17.32283465,69.881892,43.33109606,D
42,10518,3512,31.1,1.866,B10,58,0,4,16.53543307,102.034124,65.89716808,D
32,10520,1585,16.2,0.485,D10,57,0,3,12.5984252,53.149608,17.12761336,S
31,10523,3298,17.1,0.537,B10,70,0,3,12.20472441,56.102364,18.96397602,S
67,10524,3264,42.8,5.526,B10,71,0,7,26.37795276,140.419952,195.1488482,D
32,10527,2974,20.4,0.862,C10,9,0,3,12.5984252,66.929136,30.44124271,D
37,10527,4764,24.7,1.282,A10,38,0,4,14.56692913,81.036748,45.27340272,D
27,10527,4993,17.7,0.464,A10,15,9,3,10.62992126,58.070868,16.38600535,S
29,10528,2243,18.7,0.548,C10,74,0,3,11.41732283,61.351708,19.35243736,S
91,10529,2057,44,9.816,C10,96,0,9,35.82677165,144.35696,346.6487684,D
25,10532,3759,18.9,0.363,B10,32,0,3,9.842519685,62.007876,12.81922402,S
40,10537,1758,26.2,1.326,D10,30,0,4,15.7480315,85.958008,46.82724806,D
30,10539,1604,23.1,0.685,D10,37,0,3,11.81102362,75.787404,24.1905467,D
48,10540,1467,28,1.582,D10,59,0,5,18.8976378,91.86352,55.86780274,D
40,10540,3860,29.9,1.338,B10,14,0,4,15.7480315,98.097116,47.25102406,D
51,10541,4507,18.6,1.315,A10,57,0,5,20.07874016,61.023624,46.43878673,S
45,10543,1633,33.5,2.376,D10,36,0,5,17.71653543,109.90814,83.90764811,D
48,10543,2662,28.3,2.257,C10,34,0,5,18.8976378,92.847772,79.70520277,D
27,10545,4911,14.6,0.356,A10,14,0,3,10.62992126,47.900264,12.57202135,S
29,10550,4449,19.5,0.466,A10,56,0,3,11.41732283,63.97638,16.45663469,S
41,10551,2047,25.9,1.311,C10,97,0,4,16.14173228,84.973756,46.29752806,D
58,10552,3080,19.8,2.794,B10,94,0,6,22.83464567,64.960632,98.66917879,S
69,10557,3947,16.8,2.624,B10,15,4,7,27.16535433,55.118112,92.66568545,S
37,10561,1662,20.1,0.853,D10,35,0,4,14.56692913,65.944884,30.1234107,D
29,10565,1531,17.7,0.521,D10,58,4,3,11.41732283,58.070868,18.39894136,S
31,10566,3091,22.9,0.884,B10,95,0,3,12.20472441,75.131236,31.21816537,D
25,10580,1373,19.5,0.413,D10,76,0,3,9.842519685,63.97638,14.58495735,S
27,10580,2852,19.8,0.536,C10,12,0,3,10.62992126,64.960632,18.92866136,S
40,10585,1433,24.4,1.492,D10,60,0,4,15.7480315,80.052496,52.68948273,D
88,10585,2703,53.1,8.068,C10,32,8,9,34.64566929,174.212604,284.918731,D
33,10585,3258,25.4,1.021,B10,69,0,3,12.99212598,83.333336,36.05627471,D
130,10587,1217,57,17.819,D10,74,8,13,51.18110236,187.00788,629.2720461,D
35,10590,4915,25.6,0.966,A10,16,0,4,13.77952756,83.989504,34.11396804,D
37,10595,1945,27.1,1.33,D10,16,0,4,14.56692913,88.910764,46.96850673,D
30,10595,2957,21.6,0.698,C10,11,0,3,11.81102362,70.866144,24.64963736,D
28,10596,3723,17.4,0.477,B10,31,0,3,11.02362205,57.086616,16.84509602,S
26,10600,4527,19.5,0.437,A10,59,0,3,10.23622047,63.97638,15.43250935,S
86,10601,2381,51.8,7.662,C10,71,0,9,33.85826772,169.947512,270.5809763,D
31,10602,2861,25,0.889,C10,13,0,3,12.20472441,82.021,31.39473871,D
50,10607,4362,18.7,1.519,A10,77,0,5,19.68503937,61.351708,53.64297873,S
41,10611,2621,20.7,1.173,C10,33,12,4,16.14173228,67.913388,41.42410405,D
27,10612,3290,12.2,0.357,B10,68,0,3,10.62992126,40.026248,12.60733602,S
37,10613,4916,28.3,1.409,A10,17,0,4,14.56692913,92.847772,49.7583654,D
36,10614,4816,12.2,0.413,A10,20,0,4,14.17322835,40.026248,14.58495735,S
37,10615,3744,24.2,0.972,B10,30,0,4,14.56692913,79.396328,34.32585604,D
65,10617,3027,35.4,2.86,B10,96,0,7,25.59055118,116.141736,100.9999468,D
37,10620,2108,21.3,1.072,C10,99,0,4,14.56692913,69.881892,37.85732271,D
29,10621,2061,17.4,0.424,C10,100,0,3,11.41732283,57.086616,14.97341869,S
47,10622,1724,27.1,2.474,D10,26,0,5,18.50393701,88.910764,87.36848544,D
48,10623,1771,21,1.382,D10,27,0,5,18.8976378,68.89764,48.8048694,D
28,10624,2712,21.6,0.642,C10,31,0,3,11.02362205,70.866144,22.67201603,D
37,10624,3117,24.7,1.188,B10,97,0,4,14.56692913,81.036748,41.95382405,D
43,10625,1300,29,1.808,D10,75,3,4,16.92913386,95.14436,63.84891741,D
26,10625,3349,16.5,0.382,B10,67,0,3,10.23622047,54.13386,13.49020268,S
40,10631,2657,21.3,1.049,C10,30,0,4,15.7480315,69.881892,37.04508538,D
28,10634,4390,20.7,0.573,A10,76,0,3,11.02362205,67.913388,20.23530403,D
43,10634,4867,25,1.359,A10,19,12,4,16.92913386,82.021,47.99263206,D
32,10636,3514,21.6,0.63,B10,59,0,3,12.5984252,70.866144,22.24824003,D
36,10638,2414,27.7,1.299,C10,56,0,4,14.17322835,90.879268,45.87375206,D
38,10640,3853,20.7,1.04,B10,18,0,4,14.96062992,67.913388,36.72725338,D
82,10643,2646,46.6,8.22,C10,29,8,8,32.28346457,152.887144,290.2865604,D
40,10644,2012,23.8,1.344,C10,101,0,4,15.7480315,78.083992,47.46291206,D
34,10647,3905,24.4,0.982,B10,17,0,3,13.38582677,80.052496,34.67900271,D
27,10651,4902,22.6,0.697,A10,18,0,3,10.62992126,74.146984,24.6143227,D
36,10654,1725,22.6,0.941,D10,25,0,4,14.17322835,74.146984,33.23110138,D
54,10663,1577,19.8,2.071,D10,65,3,5,21.25984252,64.960632,73.13667476,S
35,10664,2105,23.8,1.008,C10,102,0,4,13.77952756,78.083992,35.59718405,D
70,10666,4491,43,5.679,A10,60,0,7,27.55905512,141.07612,200.5519923,D
48,10666,4506,24.1,1.714,A10,61,12,5,18.8976378,79.068244,60.52933874,D
55,10669,1879,25.3,2.166,D10,17,3,6,21.65354331,83.005252,76.4915681,D
72,10679,2458,22.1,3.582,C10,55,0,7,28.34645669,72.506564,126.4971362,D
30,10685,2865,18.7,0.557,C10,14,12,3,11.81102362,61.351708,19.67026936,S
47,10685,3340,29.9,2.221,B10,66,0,5,18.50393701,98.097116,78.43387477,D
52,10686,4170,30.8,2.568,A10,105,0,5,20.47244094,101.049872,90.68806412,D
58,10691,4031,39,3.403,A10,104,0,6,22.83464567,127.95276,120.1758108,D
37,10691,4633,26.2,1.22,A10,35,0,4,14.56692913,85.958008,43.08389339,D
32,10698,4296,27.1,1.031,A10,75,0,3,12.5984252,88.910764,36.40942138,D
95,10704,2168,58.8,14.044,C10,103,8,10,37.4015748,192.913392,495.9591793,D
33,10711,3517,20.4,0.637,B10,60,0,3,12.99212598,66.929136,22.4954427,D
48,10712,3625,30.5,2.475,B10,29,0,5,18.8976378,100.06562,87.40380011,D
30,10713,2839,17.1,0.515,C10,16,8,3,11.81102362,56.102364,18.18705336,S
44,10715,1067,25.6,1.484,D10,105,12,4,17.32283465,83.989504,52.4069654,D
41,10715,2883,22.6,1.125,C10,15,0,4,16.14173228,74.146984,39.72900005,D
50,10715,4635,28.3,2.477,A10,34,0,5,19.68503937,92.847772,87.47442944,D
30,10715,4833,19.8,0.525,A10,22,0,3,11.81102362,64.960632,18.54020002,S
72,10717,4409,39.3,3.659,A10,63,0,7,28.34645669,128.937012,129.2163655,D
42,10720,2739,18.6,1.023,C10,27,0,4,16.53543307,61.023624,36.12690405,S
48,10723,1046,24.4,2.405,D10,106,0,5,18.8976378,80.052496,84.93177344,D
29,10724,3853,22.7,0.693,B10,19,0,3,11.41732283,74.475068,24.47306403,D
51,10726,2124,27.4,2.247,C10,104,12,5,20.07874016,89.895016,79.3520561,D
31,10727,3658,18.3,0.695,B10,28,3,3,12.20472441,60.039372,24.54369336,S
33,10730,2316,21.3,0.723,C10,69,0,3,12.99212598,69.881892,25.53250403,D
91,10736,2692,52,12.243,C10,28,2,9,35.82677165,170.60368,432.3574645,D
56,10737,3090,36.3,2.883,B10,98,0,6,22.04724409,119.094492,101.8121841,D
40,10738,3500,18.9,0.957,B10,61,0,4,15.7480315,62.007876,33.79613604,S
34,10740,4891,21.6,0.729,A10,21,0,3,13.38582677,70.866144,25.74439203,D
49,10741,1434,26.5,1.627,D10,61,0,5,19.29133858,86.94226,57.45696274,D
28,10744,4298,21,0.678,A10,74,0,3,11.02362205,68.89764,23.94334403,D
42,10752,2008,25.3,1.723,C10,106,0,4,16.53543307,83.005252,60.84717074,D
102,10752,4188,33.6,7.872,A10,106,2,10,40.15748031,110.236224,277.9970564,D
26,10753,2037,15.8,0.375,C10,105,0,3,10.23622047,51.837272,13.24300002,S
31,10754,1449,23.2,0.799,D10,62,0,3,12.20472441,76.115488,28.2164187,D
32,10754,2500,20.7,0.606,C10,58,0,3,12.5984252,67.913388,21.40068803,D
49,10755,1133,23.8,2.317,D10,107,0,5,19.29133858,78.083992,81.82408277,D
37,10757,1898,22.1,0.964,D10,18,0,4,14.56692913,72.506564,34.04333871,D
27,10758,3099,20.1,0.503,B10,99,0,3,10.62992126,65.944884,17.76327736,D
28,10766,2417,26.5,0.771,C10,57,0,3,11.02362205,86.94226,27.22760803,D
84,10767,4487,42.7,6.777,A10,64,0,8,33.07086614,140.091868,239.3274963,D
28,10768,4514,14.9,0.358,A10,62,0,3,11.02362205,48.884516,12.64265068,S
34,10769,1525,29,1.082,D10,63,0,3,13.38582677,95.14436,38.21046938,D
35,10777,2504,19.5,0.823,C10,59,0,4,13.77952756,63.97638,29.0639707,S
30,10779,2143,23.2,0.736,C10,108,0,3,11.81102362,76.115488,25.9915947,D
100,10780,1181,52.6,9.073,D10,108,12,10,39.37007874,172.572184,320.4099711,D
80,10785,4613,24.4,5.625,A10,33,0,8,31.49606299,80.052496,198.6450003,D
32,10786,1223,23.8,0.881,D10,72,0,3,12.5984252,78.083992,31.11222137,D
54,10786,1582,23.2,2.214,D10,64,0,5,21.25984252,76.115488,78.1866721,D
72,10786,2225,37,5.092,C10,68,0,7,28.34645669,121.39108,179.8222829,D
27,10787,4664,24.4,0.543,A10,32,4,3,10.62992126,80.052496,19.17586402,D
31,10788,4204,17.1,0.5,A10,72,8,3,12.20472441,56.102364,17.65733336,S
36,10790,3483,25.3,1.194,B10,62,0,4,14.17322835,83.005252,42.16571205,D
34,10791,1318,22.9,0.918,D10,73,0,3,13.38582677,75.131236,32.41886404,D
30,10792,3951,20.7,0.611,B10,20,0,3,11.81102362,67.913388,21.57726136,D
46,10802,2967,25.3,1.476,C10,17,0,5,18.11023622,83.005252,52.12444807,D
92,10803,4559,56,11.596,A10,66,0,9,36.22047244,183.72704,409.5088752,D
28,10810,1754,23.8,0.511,D10,28,0,3,11.02362205,78.083992,18.04579469,D
55,10811,4485,22.3,2.296,A10,67,2,6,21.65354331,73.162732,81.08247477,D
69,10811,4791,41.9,4.191,A10,29,0,7,27.16535433,137.467196,148.0037682,D
26,10813,2195,21.6,0.566,C10,110,0,3,10.23622047,70.866144,19.98810136,D
29,10814,4521,11.6,0.285,A10,65,0,3,11.41732283,38.057744,10.06468001,S
36,10817,2345,22.6,0.996,C10,67,3,4,14.17322835,74.146984,35.17340804,D
36,10817,4697,25.9,1.059,A10,31,0,4,14.17322835,84.973756,37.39823205,D
38,10818,3518,25.9,1.06,B10,63,0,4,14.96062992,84.973756,37.43354671,D
31,10819,2503,20.1,0.539,C10,60,4,3,12.20472441,65.944884,19.03460536,D
28,10820,2036,13.7,0.371,C10,107,0,3,11.02362205,44.947508,13.10174135,S
33,10820,2641,29,1.164,C10,26,12,3,12.99212598,95.14436,41.10627205,D
30,10824,2766,16.8,0.497,C10,25,0,3,11.81102362,55.118112,17.55138936,S
28,10835,4381,18.9,0.548,A10,73,0,3,11.02362205,62.007876,19.35243736,S
28,10841,4695,16.2,0.398,A10,30,0,3,11.02362205,53.149608,14.05523735,S
108,10841,4956,56.9,18.013,A10,23,0,11,42.51968504,186.679796,636.1230915,D
38,10843,1636,24.4,1.231,D10,24,0,4,14.96062992,80.052496,43.47235472,D
52,10850,1061,22.3,2.036,D10,110,0,5,20.47244094,73.162732,71.90066142,D
35,10854,3320,18.9,0.974,B10,65,0,4,13.77952756,62.007876,34.39648538,S
80,10860,2316,24.4,5.625,C10,65,0,8,31.49606299,80.052496,198.6450003,D
91,10861,3863,54.4,7.802,B10,21,0,9,35.82677165,178.477696,275.5250297,D
26,10870,2342,19.8,0.375,C10,66,4,3,10.23622047,64.960632,13.24300002,S
31,10875,3883,18.3,0.505,B10,22,0,3,12.20472441,60.039372,17.83390669,S
44,10883,1297,21.9,1.587,D10,71,0,4,17.32283465,71.850396,56.04437607,D
31,10886,2755,18.7,0.616,C10,24,0,3,12.20472441,61.351708,21.75383469,S
62,10887,3037,29,4.718,B10,100,12,6,24.40944882,95.14436,166.6145975,D
26,10889,3694,19.5,0.533,B10,26,0,3,10.23622047,63.97638,18.82271736,S
52,10890,2446,24.4,2.003,C10,61,8,5,20.47244094,80.052496,70.73527742,D
